hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
18:28:24,sistema,info,,,,,,📋 Gestor de métricas iniciado
18:28:24,sistema,info,,,6,,,Simulador iniciado
18:28:24,vehiculo_nuevo,info,1,Normal,6,,,V001 [Normal] → En camino creado
18:28:25,espera,warning,1,Normal,6,,,V001 esperando cupo...
18:28:25,ingreso,success,1,Normal,5,,,V001 ingreso -> Espacio #1 | Espera: 0.0s
18:28:26,vehiculo_nuevo,info,2,Normal,5,,,V002 [Normal] → En camino creado
18:28:27,vehiculo_nuevo,info,3,Normal,5,,,V003 [Normal] → En camino creado
18:28:28,espera,warning,2,Normal,5,,,V002 esperando cupo...
18:28:29,ingreso,success,2,Normal,4,,,V002 ingreso -> Espacio #2 | Espera: 0.0s
18:28:29,espera,warning,3,Normal,4,,,V003 esperando cupo...
18:28:30,ingreso,success,3,Normal,3,,,V003 ingreso -> Espacio #3 | Espera: 0.0s
18:28:32,vehiculo_nuevo,info,4,Normal,3,,,V004 [Normal] → En camino creado
18:28:33,vehiculo_nuevo,info,5,Normal,3,,,V005 [Normal] → En camino creado
18:28:33,vehiculo_nuevo,info,6,Normal,3,,,V006 [Normal] → En camino creado
18:28:34,espera,warning,6,Normal,3,,,V006 esperando cupo...
18:28:34,ingreso,success,6,Normal,2,,,V006 ingreso -> Espacio #4 | Espera: 0.0s
18:28:35,espera,warning,4,Normal,2,,,V004 esperando cupo...
18:28:36,ingreso,success,4,Normal,1,,,V004 ingreso -> Espacio #5 | Espera: 0.0s
18:28:37,espera,warning,5,Normal,1,,,V005 esperando cupo...
18:28:37,ingreso,success,5,Normal,0,,,V005 ingreso -> Espacio #6 | Espera: 0.0s
18:28:40,salida,info,3,Normal,1,,10.94,V003 salio | Estacionado: 10.94s
18:28:41,salida,info,2,Normal,2,,13.37,V002 salio | Estacionado: 13.37s
18:28:43,salida,info,1,Normal,3,,18.11,V001 salio | Estacionado: 18.11s
18:28:47,salida,info,4,Normal,4,,13.82,V004 salio | Estacionado: 13.82s
18:28:49,salida,info,5,Normal,5,,15.52,V005 salio | Estacionado: 15.52s
18:28:53,salida,info,6,Normal,6,,19.73,V006 salio | Estacionado: 19.73s
18:29:02,vehiculo_nuevo,info,7,Normal,6,,,V007 [Normal] → En camino creado
18:29:03,vehiculo_nuevo,info,8,Normal,6,,,V008 [Normal] → En camino creado
