hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
17:26:59,sistema,info,,,,,,📋 Gestor de métricas iniciado
17:26:59,sistema,info,,,9,,,✅ Simulador iniciado
17:27:01,vehiculo_nuevo,info,1,Normal,9,,,🚘 V001 [Normal] → En camino creado
17:27:02,espera,warning,1,Normal,9,,,⏳ V001 esperando cupo...
17:27:02,ingreso,success,1,Normal,8,,,✅ V001 ingresó → Espacio #1 | Espera: 0.0s
17:27:14,salida,info,1,Normal,9,,12.45,V001 salio | Estacionado: 12.45s
17:27:40,vehiculo_nuevo,info,2,Normal,9,,,🚘 V002 [Normal] → En camino creado
17:27:41,espera,warning,2,Normal,9,,,⏳ V002 esperando cupo...
17:27:41,ingreso,success,2,Normal,8,,,✅ V002 ingresó → Espacio #1 | Espera: 0.0s
17:27:51,vehiculo_nuevo,info,3,Normal,8,,,🚘 V003 [Normal] → En camino creado
17:27:53,espera,warning,3,Normal,8,,,⏳ V003 esperando cupo...
17:27:54,ingreso,success,3,Normal,7,,,✅ V003 ingresó → Espacio #2 | Espera: 0.0s
17:28:00,salida,info,2,Normal,8,,18.94,V002 salio | Estacionado: 18.94s
17:28:01,vehiculo_nuevo,info,4,Normal,8,,,🚘 V004 [Normal] → En camino creado
17:28:02,espera,warning,4,Normal,8,,,⏳ V004 esperando cupo...
17:28:02,ingreso,success,4,Normal,7,,,✅ V004 ingresó → Espacio #1 | Espera: 0.0s
17:28:04,salida,info,3,Normal,8,,10.94,V003 salio | Estacionado: 10.94s
17:28:11,vehiculo_nuevo,info,5,Normal,8,,,🚘 V005 [Normal] → En camino creado
17:28:12,espera,warning,5,Normal,8,,,⏳ V005 esperando cupo...
17:28:13,ingreso,success,5,Normal,7,,,✅ V005 ingresó → Espacio #2 | Espera: 0.0s
17:28:14,salida,info,4,Normal,8,,12.02,V004 salio | Estacionado: 12.02s
17:28:19,vehiculo_nuevo,info,6,Normal,8,,,🚘 V006 [Normal] → En camino creado
17:28:22,espera,warning,6,Normal,8,,,⏳ V006 esperando cupo...
17:28:22,ingreso,success,6,Normal,7,,,✅ V006 ingresó → Espacio #1 | Espera: 0.0s
17:28:24,salida,info,5,Normal,8,,12.08,V005 salio | Estacionado: 12.08s
17:28:24,salida,info,6,Normal,9,,2.74,V006 salio | Estacionado: 2.74s
17:28:24,sistema,warning,,,9,,,🛑 Simulador detenido
