hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
18:51:45,sistema,info,,,,,,📋 Gestor de métricas iniciado
18:51:45,sistema,info,,,6,,,✅ Simulador iniciado
18:51:47,vehiculo_nuevo,info,1,Normal,6,,,🚘 V001 [Normal] → En camino creado
18:51:47,espera,warning,1,Normal,6,,,⏳ V001 esperando cupo...
18:51:48,ingreso,success,1,Normal,5,,,✅ V001 ingresó → Espacio #1 | Espera: 0.0s
18:51:56,vehiculo_nuevo,info,2,Normal,5,,,🚘 V002 [Normal] → En camino creado
18:51:57,espera,warning,2,Normal,5,,,⏳ V002 esperando cupo...
18:51:57,ingreso,success,2,Normal,4,,,✅ V002 ingresó → Espacio #2 | Espera: 0.0s
18:51:58,salida,info,1,Normal,5,,9.74,V001 salio | Estacionado: 9.74s
18:52:07,vehiculo_nuevo,info,3,Normal,5,,,🚘 V003 [Normal] → En camino creado
18:52:09,espera,warning,3,Normal,5,,,⏳ V003 esperando cupo...
18:52:09,ingreso,success,3,Normal,4,,,✅ V003 ingresó → Espacio #1 | Espera: 0.0s
18:52:11,salida,info,2,Normal,5,,14.25,V002 salio | Estacionado: 14.25s
18:52:15,vehiculo_nuevo,info,4,Normal,5,,,🚘 V004 [Normal] → En camino creado
18:52:17,espera,warning,4,Normal,5,,,⏳ V004 esperando cupo...
18:52:17,ingreso,success,4,Normal,4,,,✅ V004 ingresó → Espacio #2 | Espera: 0.0s
18:52:18,salida,info,3,Normal,5,,8.66,V003 salio | Estacionado: 8.66s
18:52:26,vehiculo_nuevo,info,5,Normal,5,,,🚘 V005 [Normal] → En camino creado
18:52:26,salida,info,4,Normal,6,,9.39,V004 salio | Estacionado: 9.39s
18:52:27,espera,warning,5,Normal,6,,,⏳ V005 esperando cupo...
18:52:27,ingreso,success,5,Normal,5,,,✅ V005 ingresó → Espacio #1 | Espera: 0.0s
18:52:32,salida,info,5,Normal,6,,4.99,V005 salio | Estacionado: 4.99s
18:52:32,sistema,warning,,,6,,,🛑 Simulador detenido
