hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
18:50:24,sistema,info,,,,,,📋 Gestor de métricas iniciado
18:50:24,sistema,info,,,6,,,Simulador iniciado
18:50:25,vehiculo_nuevo,info,1,Normal,6,,,V001 [Normal] → En camino creado
18:50:25,espera,warning,1,Normal,6,,,V001 esperando cupo...
18:50:26,ingreso,success,1,Normal,5,,,V001 ingreso -> Espacio #1 | Espera: 0.0s
18:50:26,vehiculo_nuevo,info,2,Normal,5,,,V002 [Normal] → En camino creado
18:50:28,vehiculo_nuevo,info,3,Normal,5,,,V003 [Normal] → En camino creado
18:50:28,espera,warning,2,Normal,5,,,V002 esperando cupo...
18:50:29,ingreso,success,2,Normal,4,,,V002 ingreso -> Espacio #2 | Espera: 0.0s
18:50:30,espera,warning,3,Normal,4,,,V003 esperando cupo...
18:50:31,ingreso,success,3,Normal,3,,,V003 ingreso -> Espacio #3 | Espera: 0.0s
18:50:32,vehiculo_nuevo,info,4,Normal,3,,,V004 [Normal] → En camino creado
18:50:32,vehiculo_nuevo,info,5,Normal,3,,,V005 [Normal] → En camino creado
18:50:33,espera,warning,5,Normal,3,,,V005 esperando cupo...
18:50:34,ingreso,success,5,Normal,2,,,V005 ingreso -> Espacio #4 | Espera: 0.0s
18:50:34,espera,warning,4,Normal,2,,,V004 esperando cupo...
18:50:35,ingreso,success,4,Normal,1,,,V004 ingreso -> Espacio #5 | Espera: 0.0s
18:50:37,vehiculo_nuevo,info,6,Normal,1,,,V006 [Normal] → En camino creado
18:50:38,salida,info,1,Normal,2,,12.76,V001 salio | Estacionado: 12.76s
18:50:39,espera,warning,6,Normal,2,,,V006 esperando cupo...
18:50:40,ingreso,success,6,Normal,1,,,V006 ingreso -> Espacio #1 | Espera: 0.0s
18:50:41,salida,info,2,Normal,2,,10.92,V002 salio | Estacionado: 10.92s
18:50:44,salida,info,5,Normal,3,,12.02,V005 salio | Estacionado: 12.02s
18:50:44,salida,info,3,Normal,4,,14.22,V003 salio | Estacionado: 14.22s
18:50:48,salida,info,4,Normal,5,,16.5,V004 salio | Estacionado: 16.5s
18:50:54,salida,info,6,Normal,6,,15.89,V006 salio | Estacionado: 15.89s
18:50:57,vehiculo_nuevo,info,7,Normal,6,,,V007 [Normal] → En camino creado
18:50:59,espera,warning,7,Normal,6,,,V007 esperando cupo...
18:50:59,ingreso,success,7,Normal,5,,,V007 ingreso -> Espacio #1 | Espera: 0.0s
18:51:00,vehiculo_nuevo,info,8,Normal,5,,,V008 [Normal] → En camino creado
18:51:00,espera,warning,8,Normal,5,,,V008 esperando cupo...
18:51:01,ingreso,success,8,Normal,4,,,V008 ingreso -> Espacio #2 | Espera: 0.0s
18:51:01,vehiculo_nuevo,info,9,Normal,4,,,V009 [Normal] → En camino creado
18:51:02,espera,warning,9,Normal,4,,,V009 esperando cupo...
18:51:02,ingreso,success,9,Normal,3,,,V009 ingreso -> Espacio #3 | Espera: 0.0s
18:51:03,vehiculo_nuevo,info,10,Normal,3,,,V010 [Normal] → En camino creado
18:51:04,vehiculo_nuevo,info,11,Discapacidad,3,,,V011 [Discapacidad] → En camino creado
18:51:04,espera,warning,11,Discapacidad,3,,,V011 esperando cupo...
18:51:05,ingreso,success,11,Discapacidad,2,,,V011 ingreso -> Espacio #4 | Espera: 0.0s
18:51:06,espera,warning,10,Normal,2,,,V010 esperando cupo...
18:51:06,ingreso,success,10,Normal,1,,,V010 ingreso -> Espacio #5 | Espera: 0.0s
18:51:13,salida,info,8,Normal,2,,13.38,V008 salio | Estacionado: 13.38s
18:51:15,salida,info,7,Normal,3,,17.03,V007 salio | Estacionado: 17.03s
18:51:18,salida,info,9,Normal,4,,17.3,V009 salio | Estacionado: 17.3s
18:51:19,salida,info,10,Normal,5,,16.19,V010 salio | Estacionado: 16.19s
18:51:20,salida,info,11,Discapacidad,6,,18.29,V011 salio | Estacionado: 18.29s
18:51:22,sistema,warning,,,6,,,Simulador detenido
