hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
18:34:20,sistema,info,,,,,,📋 Gestor de métricas iniciado
18:34:20,sistema,info,,,6,,,✅ Simulador iniciado
18:34:22,vehiculo_nuevo,info,1,Normal,6,,,🚘 V001 [Normal] → En camino creado
18:34:23,espera,warning,1,Normal,6,,,⏳ V001 esperando cupo...
18:34:23,ingreso,success,1,Normal,5,,,✅ V001 ingresó → Espacio #1 | Espera: 0.0s
18:34:29,vehiculo_nuevo,info,2,Normal,5,,,🚘 V002 [Normal] → En camino creado
18:34:31,espera,warning,2,Normal,5,,,⏳ V002 esperando cupo...
18:34:31,ingreso,success,2,Normal,4,,,✅ V002 ingresó → Espacio #2 | Espera: 0.0s
18:34:34,salida,info,1,Normal,5,,11.0,V001 salio | Estacionado: 11.0s
18:34:39,vehiculo_nuevo,info,3,Normal,5,,,🚘 V003 [Normal] → En camino creado
18:34:39,salida,info,2,Normal,6,,9.05,V002 salio | Estacionado: 9.05s
18:34:40,espera,warning,3,Normal,6,,,⏳ V003 esperando cupo...
18:34:40,ingreso,success,3,Normal,5,,,✅ V003 ingresó → Espacio #1 | Espera: 0.0s
18:34:46,vehiculo_nuevo,info,4,Normal,5,,,🚘 V004 [Normal] → En camino creado
18:34:48,espera,warning,4,Normal,5,,,⏳ V004 esperando cupo...
18:34:49,ingreso,success,4,Normal,4,,,✅ V004 ingresó → Espacio #2 | Espera: 0.0s
18:34:51,salida,info,3,Normal,5,,10.84,V003 salio | Estacionado: 10.84s
18:34:56,vehiculo_nuevo,info,5,Normal,5,,,🚘 V005 [Normal] → En camino creado
18:34:57,espera,warning,5,Normal,5,,,⏳ V005 esperando cupo...
18:34:58,ingreso,success,5,Normal,4,,,✅ V005 ingresó → Espacio #1 | Espera: 0.0s
18:35:01,vehiculo_nuevo,info,6,Normal,4,,,🚘 V006 [Normal] → En camino creado
18:35:01,salida,info,4,Normal,5,,13.08,V004 salio | Estacionado: 13.08s
18:35:03,espera,warning,6,Normal,5,,,⏳ V006 esperando cupo...
18:35:03,ingreso,success,6,Normal,4,,,✅ V006 ingresó → Espacio #2 | Espera: 0.0s
18:35:08,vehiculo_nuevo,info,7,Discapacidad,4,,,🚘 V007 [Discapacidad] → En camino creado
18:35:10,espera,warning,7,Discapacidad,4,,,⏳ V007 esperando cupo...
18:35:10,ingreso,success,7,Discapacidad,3,,,✅ V007 ingresó → Espacio #3 | Espera: 0.0s
18:35:12,salida,info,6,Normal,4,,9.9,V006 salio | Estacionado: 9.9s
18:35:14,salida,info,5,Normal,5,,17.11,V005 salio | Estacionado: 17.11s
18:35:15,vehiculo_nuevo,info,8,Normal,5,,,🚘 V008 [Normal] → En camino creado
18:35:16,espera,warning,8,Normal,5,,,⏳ V008 esperando cupo...
18:35:16,ingreso,success,8,Normal,4,,,✅ V008 ingresó → Espacio #1 | Espera: 0.0s
18:35:22,salida,info,7,Discapacidad,5,,12.56,V007 salio | Estacionado: 12.56s
18:35:22,vehiculo_nuevo,info,9,Normal,5,,,🚘 V009 [Normal] → En camino creado
18:35:24,espera,warning,9,Normal,5,,,⏳ V009 esperando cupo...
18:35:24,ingreso,success,9,Normal,4,,,✅ V009 ingresó → Espacio #2 | Espera: 0.0s
18:35:30,vehiculo_nuevo,info,10,Normal,4,,,🚘 V010 [Normal] → En camino creado
18:35:33,espera,warning,10,Normal,4,,,⏳ V010 esperando cupo...
18:35:33,ingreso,success,10,Normal,3,,,✅ V010 ingresó → Espacio #3 | Espera: 0.0s
18:35:34,salida,info,9,Normal,4,,8.99,V009 salio | Estacionado: 8.99s
18:35:34,salida,info,8,Normal,5,,17.7,V008 salio | Estacionado: 17.7s
18:35:38,vehiculo_nuevo,info,11,Normal,5,,,🚘 V011 [Normal] → En camino creado
18:35:40,espera,warning,11,Normal,5,,,⏳ V011 esperando cupo...
18:35:40,ingreso,success,11,Normal,4,,,✅ V011 ingresó → Espacio #1 | Espera: 0.0s
18:35:46,vehiculo_nuevo,info,12,Discapacidad,4,,,🚘 V012 [Discapacidad] → En camino creado
18:35:47,espera,warning,12,Discapacidad,4,,,⏳ V012 esperando cupo...
18:35:48,ingreso,success,12,Discapacidad,3,,,✅ V012 ingresó → Espacio #2 | Espera: 0.0s
18:35:48,salida,info,10,Normal,4,,14.93,V010 salio | Estacionado: 14.93s
18:35:52,vehiculo_nuevo,info,13,Normal,4,,,🚘 V013 [Normal] → En camino creado
18:35:54,vehiculo_nuevo,info,14,Normal,4,,,🚘 V014 [Normal] → En camino creado
18:35:55,vehiculo_nuevo,info,15,Discapacidad,4,,,🚘 V015 [Discapacidad] → En camino creado
18:35:55,espera,warning,13,Normal,4,,,⏳ V013 esperando cupo...
18:35:56,ingreso,success,13,Normal,3,,,✅ V013 ingresó → Espacio #3 | Espera: 0.0s
18:35:56,espera,warning,14,Normal,3,,,⏳ V014 esperando cupo...
18:35:57,ingreso,success,14,Normal,2,,,✅ V014 ingresó → Espacio #4 | Espera: 0.0s
18:35:57,vehiculo_nuevo,info,16,Normal,2,,,🚘 V016 [Normal] → En camino creado
18:35:58,espera,warning,15,Discapacidad,2,,,⏳ V015 esperando cupo...
18:35:58,ingreso,success,15,Discapacidad,1,,,✅ V015 ingresó → Espacio #5 | Espera: 0.0s
18:35:59,vehiculo_nuevo,info,17,Normal,1,,,🚘 V017 [Normal] → En camino creado
18:35:59,espera,warning,16,Normal,1,,,⏳ V016 esperando cupo...
18:36:00,ingreso,success,16,Normal,0,,,✅ V016 ingresó → Espacio #6 | Espera: 0.0s
18:36:00,salida,info,11,Normal,1,,17.32,V011 salio | Estacionado: 17.32s
18:36:01,vehiculo_nuevo,info,18,Normal,1,,,🚘 V018 [Normal] → En camino creado
18:36:01,espera,warning,18,Normal,1,,,⏳ V018 esperando cupo...
18:36:02,ingreso,success,18,Normal,0,,,✅ V018 ingresó → Espacio #1 | Espera: 0.0s
18:36:03,espera,warning,17,Normal,0,0.92,,⏳ V017 esperando cupo...
18:36:03,salida,info,12,Discapacidad,1,,12.6,V012 salio | Estacionado: 12.6s
18:36:04,ingreso,success,17,Normal,0,0.92,,✅ V017 ingresó → Espacio #2 | Espera: 0.92s
18:36:05,salida,info,13,Normal,1,,10.06,V013 salio | Estacionado: 10.06s
18:36:07,vehiculo_nuevo,info,19,Discapacidad,1,,,🚘 V019 [Discapacidad] → En camino creado
18:36:08,espera,warning,19,Discapacidad,1,,,⏳ V019 esperando cupo...
18:36:09,ingreso,success,19,Discapacidad,0,,,✅ V019 ingresó → Espacio #3 | Espera: 0.0s
18:36:10,salida,info,18,Normal,1,,11.24,V018 salio | Estacionado: 11.24s
18:36:11,salida,info,17,Normal,2,0.92,10.53,V017 salio | Estacionado: 10.53s
18:36:11,salida,info,15,Discapacidad,3,,15.68,V015 salio | Estacionado: 15.68s
18:36:12,salida,info,14,Normal,4,,16.76,V014 salio | Estacionado: 16.76s
18:36:14,salida,info,16,Normal,5,,17.31,V016 salio | Estacionado: 17.31s
18:36:15,vehiculo_nuevo,info,20,Normal,5,,,🚘 V020 [Normal] → En camino creado
18:36:18,espera,warning,20,Normal,5,,,⏳ V020 esperando cupo...
18:36:18,ingreso,success,20,Normal,4,,,✅ V020 ingresó → Espacio #1 | Espera: 0.0s
18:36:19,salida,info,19,Discapacidad,5,,10.56,V019 salio | Estacionado: 10.56s
18:36:24,vehiculo_nuevo,info,21,Normal,5,,,🚘 V021 [Normal] → En camino creado
18:36:27,espera,warning,21,Normal,5,,,⏳ V021 esperando cupo...
18:36:27,ingreso,success,21,Normal,4,,,✅ V021 ingresó → Espacio #2 | Espera: 0.0s
18:36:27,salida,info,20,Normal,5,,9.72,V020 salio | Estacionado: 9.72s
18:36:34,vehiculo_nuevo,info,22,Normal,5,,,🚘 V022 [Normal] → En camino creado
18:36:36,espera,warning,22,Normal,5,,,⏳ V022 esperando cupo...
18:36:37,ingreso,success,22,Normal,4,,,✅ V022 ingresó → Espacio #1 | Espera: 0.0s
18:36:38,salida,info,21,Normal,5,,11.15,V021 salio | Estacionado: 11.15s
18:36:42,vehiculo_nuevo,info,23,Discapacidad,5,,,🚘 V023 [Discapacidad] → En camino creado
18:36:43,espera,warning,23,Discapacidad,5,,,⏳ V023 esperando cupo...
18:36:43,ingreso,success,23,Discapacidad,4,,,✅ V023 ingresó → Espacio #2 | Espera: 0.0s
18:36:49,salida,info,22,Normal,5,,12.34,V022 salio | Estacionado: 12.34s
18:36:51,vehiculo_nuevo,info,24,Normal,5,,,🚘 V024 [Normal] → En camino creado
18:36:52,salida,info,23,Discapacidad,6,,9.09,V023 salio | Estacionado: 9.09s
