hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
17:29:07,sistema,info,,,,,,📋 Gestor de métricas iniciado
17:29:07,sistema,info,,,6,,,✅ Simulador iniciado
17:29:09,vehiculo_nuevo,info,1,Normal,6,,,🚘 V001 [Normal] → En camino creado
17:29:11,espera,warning,1,Normal,6,,,⏳ V001 esperando cupo...
17:29:11,ingreso,success,1,Normal,5,,,✅ V001 ingresó → Espacio #1 | Espera: 0.0s
17:29:19,vehiculo_nuevo,info,2,Normal,5,,,🚘 V002 [Normal] → En camino creado
17:29:20,espera,warning,2,Normal,5,,,⏳ V002 esperando cupo...
17:29:21,ingreso,success,2,Normal,4,,,✅ V002 ingresó → Espacio #2 | Espera: 0.0s
17:29:22,salida,info,1,Normal,5,,11.22,V001 salio | Estacionado: 11.22s
17:29:30,vehiculo_nuevo,info,3,Normal,5,,,🚘 V003 [Normal] → En camino creado
17:29:32,espera,warning,3,Normal,5,,,⏳ V003 esperando cupo...
17:29:32,ingreso,success,3,Normal,4,,,✅ V003 ingresó → Espacio #1 | Espera: 0.0s
17:29:35,salida,info,2,Normal,5,,14.46,V002 salio | Estacionado: 14.46s
17:29:35,vehiculo_nuevo,info,4,Normal,5,,,🚘 V004 [Normal] → En camino creado
17:29:36,vehiculo_nuevo,info,5,Normal,5,,,🚘 V005 [Normal] → En camino creado
17:29:36,espera,warning,4,Normal,5,,,⏳ V004 esperando cupo...
17:29:37,ingreso,success,4,Normal,4,,,✅ V004 ingresó → Espacio #2 | Espera: 0.0s
17:29:37,vehiculo_nuevo,info,6,Normal,4,,,🚘 V006 [Normal] → En camino creado
17:29:38,espera,warning,5,Normal,4,,,⏳ V005 esperando cupo...
17:29:38,ingreso,success,5,Normal,3,,,✅ V005 ingresó → Espacio #3 | Espera: 0.0s
17:29:39,vehiculo_nuevo,info,7,Normal,3,,,🚘 V007 [Normal] → En camino creado
17:29:39,vehiculo_nuevo,info,8,Normal,3,,,🚘 V008 [Normal] → En camino creado
17:29:40,espera,warning,6,Normal,3,,,⏳ V006 esperando cupo...
17:29:41,ingreso,success,6,Normal,2,,,✅ V006 ingresó → Espacio #4 | Espera: 0.0s
17:29:41,espera,warning,7,Normal,2,,,⏳ V007 esperando cupo...
17:29:42,ingreso,success,7,Normal,1,,,✅ V007 ingresó → Espacio #5 | Espera: 0.0s
17:29:42,espera,warning,8,Normal,1,,,⏳ V008 esperando cupo...
17:29:43,ingreso,success,8,Normal,0,,,✅ V008 ingresó → Espacio #6 | Espera: 0.0s
17:29:43,salida,info,3,Normal,1,,10.52,V003 salio | Estacionado: 10.52s
17:29:45,vehiculo_nuevo,info,9,Normal,1,,,🚘 V009 [Normal] → En camino creado
17:29:47,espera,warning,9,Normal,1,,,⏳ V009 esperando cupo...
17:29:48,ingreso,success,9,Normal,0,,,✅ V009 ingresó → Espacio #1 | Espera: 0.0s
17:29:48,salida,info,5,Normal,1,,10.93,V005 salio | Estacionado: 10.93s
17:29:49,salida,info,4,Normal,2,,12.25,V004 salio | Estacionado: 12.25s
17:29:51,salida,info,6,Normal,3,,11.84,V006 salio | Estacionado: 11.84s
17:29:51,salida,info,8,Normal,4,,11.33,V008 salio | Estacionado: 11.33s
17:29:51,salida,info,7,Normal,5,,11.72,V007 salio | Estacionado: 11.72s
17:29:54,vehiculo_nuevo,info,10,Normal,5,,,🚘 V010 [Normal] → En camino creado
17:29:56,espera,warning,10,Normal,5,,,⏳ V010 esperando cupo...
17:29:56,ingreso,success,10,Normal,4,,,✅ V010 ingresó → Espacio #2 | Espera: 0.0s
17:30:02,salida,info,9,Normal,5,,14.87,V009 salio | Estacionado: 14.87s
17:30:06,vehiculo_nuevo,info,11,Discapacidad,5,,,🚘 V011 [Discapacidad] → En camino creado
17:30:07,espera,warning,11,Discapacidad,5,,,⏳ V011 esperando cupo...
17:30:08,ingreso,success,11,Discapacidad,4,,,✅ V011 ingresó → Espacio #1 | Espera: 0.0s
17:30:09,salida,info,10,Normal,5,,13.16,V010 salio | Estacionado: 13.16s
17:30:10,vehiculo_nuevo,info,12,Normal,5,,,🚘 V012 [Normal] → En camino creado
17:30:11,vehiculo_nuevo,info,13,Normal,5,,,🚘 V013 [Normal] → En camino creado
17:30:11,espera,warning,12,Normal,5,,,⏳ V012 esperando cupo...
17:30:12,ingreso,success,12,Normal,4,,,✅ V012 ingresó → Espacio #2 | Espera: 0.0s
17:30:12,espera,warning,13,Normal,4,,,⏳ V013 esperando cupo...
17:30:13,ingreso,success,13,Normal,3,,,✅ V013 ingresó → Espacio #3 | Espera: 0.0s
17:30:16,vehiculo_nuevo,info,14,Normal,3,,,🚘 V014 [Normal] → En camino creado
17:30:18,espera,warning,14,Normal,3,,,⏳ V014 esperando cupo...
17:30:18,ingreso,success,14,Normal,2,,,✅ V014 ingresó → Espacio #4 | Espera: 0.0s
17:30:20,salida,info,11,Discapacidad,3,,13.58,V011 salio | Estacionado: 13.58s
17:30:22,salida,info,13,Normal,4,,10.53,V013 salio | Estacionado: 10.53s
17:30:22,salida,info,12,Normal,5,,11.21,V012 salio | Estacionado: 11.21s
17:30:25,vehiculo_nuevo,info,15,Normal,5,,,🚘 V015 [Normal] → En camino creado
17:30:27,espera,warning,15,Normal,5,,,⏳ V015 esperando cupo...
17:30:28,ingreso,success,15,Normal,4,,,✅ V015 ingresó → Espacio #1 | Espera: 0.0s
17:30:28,salida,info,14,Normal,5,,10.85,V014 salio | Estacionado: 10.85s
17:30:32,salida,info,15,Normal,6,,5.35,V015 salio | Estacionado: 5.35s
17:30:32,sistema,warning,,,6,,,🛑 Simulador detenido
