hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
18:27:57,sistema,info,,,,,,📋 Gestor de métricas iniciado
18:27:57,sistema,info,,,6,,,Simulador iniciado
18:27:57,vehiculo_nuevo,info,1,Normal,6,,,V001 [Normal] → En camino creado
18:27:58,espera,warning,1,Normal,6,,,V001 esperando cupo...
18:27:58,ingreso,success,1,Normal,5,,,V001 ingreso -> Espacio #1 | Espera: 0.0s
18:27:59,vehiculo_nuevo,info,2,Normal,5,,,V002 [Normal] → En camino creado
18:28:00,vehiculo_nuevo,info,3,Normal,5,,,V003 [Normal] → En camino creado
18:28:01,espera,warning,2,Normal,5,,,V002 esperando cupo...
18:28:02,ingreso,success,2,Normal,4,,,V002 ingreso -> Espacio #2 | Espera: 0.0s
18:28:03,espera,warning,3,Normal,4,,,V003 esperando cupo...
18:28:04,ingreso,success,3,Normal,3,,,V003 ingreso -> Espacio #3 | Espera: 0.0s
18:28:04,vehiculo_nuevo,info,4,Normal,3,,,V004 [Normal] → En camino creado
18:28:05,espera,warning,4,Normal,3,,,V004 esperando cupo...
18:28:05,ingreso,success,4,Normal,2,,,V004 ingreso -> Espacio #4 | Espera: 0.0s
18:28:07,vehiculo_nuevo,info,5,Normal,2,,,V005 [Normal] → En camino creado
18:28:08,vehiculo_nuevo,info,6,Normal,2,,,V006 [Normal] → En camino creado
18:28:08,espera,warning,5,Normal,2,,,V005 esperando cupo...
18:28:09,ingreso,success,5,Normal,1,,,V005 ingreso -> Espacio #5 | Espera: 0.0s
18:28:10,espera,warning,6,Normal,1,,,V006 esperando cupo...
18:28:10,ingreso,success,6,Normal,0,,,V006 ingreso -> Espacio #6 | Espera: 0.0s
18:28:11,salida,info,1,Normal,1,,12.77,V001 salio | Estacionado: 12.77s
18:28:13,salida,info,2,Normal,2,,10.9,V002 salio | Estacionado: 10.9s
18:28:17,salida,info,3,Normal,3,,14.22,V003 salio | Estacionado: 14.22s
18:28:20,salida,info,4,Normal,4,,15.11,V004 salio | Estacionado: 15.11s
18:28:21,salida,info,5,Normal,5,,12.21,V005 salio | Estacionado: 12.21s
18:28:21,salida,info,6,Normal,6,,12.51,V006 salio | Estacionado: 12.51s
18:28:21,sistema,warning,,,6,,,Simulador detenido
