hora,tipo,nivel,vehiculo_id,vehiculo_tipo,espacios_libres,tiempo_espera_s,tiempo_estacion_s,mensaje
18:41:20,sistema,info,,,,,,📋 Gestor de métricas iniciado
18:41:20,sistema,info,,,7,,,✅ Simulador iniciado
18:41:22,vehiculo_nuevo,info,1,Normal,7,,,🚘 V001 [Normal] → En camino creado
18:41:23,espera,warning,1,Normal,7,,,⏳ V001 esperando cupo...
18:41:23,ingreso,success,1,Normal,6,,,✅ V001 ingresó → Espacio #1 | Espera: 0.0s
18:41:27,salida,info,1,Normal,7,,4.22,V001 salio | Estacionado: 4.22s
18:41:31,vehiculo_nuevo,info,2,Normal,7,,,🚘 V002 [Normal] → En camino creado
18:41:32,espera,warning,2,Normal,7,,,⏳ V002 esperando cupo...
18:41:32,ingreso,success,2,Normal,6,,,✅ V002 ingresó → Espacio #1 | Espera: 0.0s
18:41:39,salida,info,2,Normal,7,,7.46,V002 salio | Estacionado: 7.46s
18:41:42,vehiculo_nuevo,info,3,Normal,7,,,🚘 V003 [Normal] → En camino creado
18:41:44,espera,warning,3,Normal,7,,,⏳ V003 esperando cupo...
18:41:44,ingreso,success,3,Normal,6,,,✅ V003 ingresó → Espacio #1 | Espera: 0.0s
18:41:47,salida,info,3,Normal,7,,3.47,V003 salio | Estacionado: 3.47s
18:41:50,vehiculo_nuevo,info,4,Normal,7,,,🚘 V004 [Normal] → En camino creado
18:41:52,espera,warning,4,Normal,7,,,⏳ V004 esperando cupo...
18:41:53,ingreso,success,4,Normal,6,,,✅ V004 ingresó → Espacio #1 | Espera: 0.0s
18:41:56,salida,info,4,Normal,7,,3.99,V004 salio | Estacionado: 3.99s
18:42:00,vehiculo_nuevo,info,5,Normal,7,,,🚘 V005 [Normal] → En camino creado
18:42:02,espera,warning,5,Normal,7,,,⏳ V005 esperando cupo...
18:42:03,ingreso,success,5,Normal,6,,,✅ V005 ingresó → Espacio #1 | Espera: 0.0s
18:42:08,salida,info,5,Normal,7,,5.25,V005 salio | Estacionado: 5.25s
18:42:09,vehiculo_nuevo,info,6,Normal,7,,,🚘 V006 [Normal] → En camino creado
18:42:12,espera,warning,6,Normal,7,,,⏳ V006 esperando cupo...
18:42:12,ingreso,success,6,Normal,6,,,✅ V006 ingresó → Espacio #1 | Espera: 0.0s
18:42:19,salida,info,6,Normal,7,,7.03,V006 salio | Estacionado: 7.03s
18:42:20,vehiculo_nuevo,info,7,Normal,7,,,🚘 V007 [Normal] → En camino creado
18:42:22,espera,warning,7,Normal,7,,,⏳ V007 esperando cupo...
18:42:22,ingreso,success,7,Normal,6,,,✅ V007 ingresó → Espacio #1 | Espera: 0.0s
18:42:26,salida,info,7,Normal,7,,4.08,V007 salio | Estacionado: 4.08s
18:42:29,vehiculo_nuevo,info,8,Normal,7,,,🚘 V008 [Normal] → En camino creado
18:42:30,espera,warning,8,Normal,7,,,⏳ V008 esperando cupo...
18:42:31,ingreso,success,8,Normal,6,,,✅ V008 ingresó → Espacio #1 | Espera: 0.0s
18:42:32,sistema,warning,,,6,,,🛑 Simulador detenido
18:42:32,salida,info,8,Normal,7,,2.41,V008 salio | Estacionado: 2.41s
